,status,director,producer,banner,story,screenplay,cinematography,movie,year,main_Cast,support_cast,editing,dialogue,lyrics,music,singers,movie genre,original story,art direction,distribution,makeup,background music,costumes,sound design,choreography,shooting location,design
1,2012-07-12,P Anil,Sandhya Rajendran,Kalidasa International,Vikram S Nair,Vikram S Nair,Anandakkuttan,hide n seek,2012,['Mukesh'],"['EA Rajendran', 'Natasha', 'Divyadarshan', 'Anil Murali', 'Kalabhavan Prajod', 'Shanker', 'Unni Shivapal', 'Vijaya Kumari', 'Jayan Cherthala']",PC Mohanan,Vikram S Nair,ONV Kurup,Rajamani,"Madhu Balakrishnan, Achu Rajamani, Sudeep Kumar, Vijay Yesudas, Riya Raju",,,Boban,,,Rajamani,,,,,
1,Released,PK Radhakrishnan,T J Sibison,Marine Movie Makers,PK Radhakrishnan,PK Radhakrishnan,Aravindakshan,the judgement,2002,[],"['Devan', 'Kozhikode Narayanan Nair', 'Shakkeela', 'Jose Pellissery', 'Kanakalatha', 'Madhupal']",AP Joseph,PK Radhakrishnan,Ezhacheri Ramachandran,Gifty,"Biju Narayanan, Ranjini Jose",,,Makkada Devadas,,,Jayakumar Ambalathara,,,,,
1,Released,Bittaj,,,,,,puli pidicha pulivaal,2000,[],[],,,Shajan Pallikkara,,Mujeeb Rahman,,,,,,,,,,,
1,2012-11-23,Dr. Santhosh Souparnika,MG Sreekumar,,Dr. Santhosh Souparnika,Dr. Santhosh Souparnika,Hemachandran,ivan ardhanaari,2012,['Manoj K Jayan'],"['Maniyanpilla Raju', 'Suraj Venjaramoodu', 'Kollam Ajith', 'Saikumar', 'Asha Sarath', 'N Jayakrishnan ', 'Thilakan', 'Ambika Mohan', 'Mythili Balachandran', 'Jagannathan', 'Mahalakshmi', 'Poojappura Ravi', 'Kaviraj', 'Irshad', 'Sukumari', 'Thesni Khan', 'Kochu Preman']",,Dr. Santhosh Souparnika,"Rajeev Alunkal, V Madhusoodanan Nair, Pazhayidam Somarajan",MG Sreekumar,MG Sreekumar,,,Radhakrishnan (RK),,,,,,,,
1,Shooting in Progress,PK Radhakrishnan,,,,,MK Vasanth Kumar,mukham moodikal,2012,[],"['Mamukkoya', 'Mohana', 'Vijayan V Nair', 'Chemanchery Narayanan Nair', 'Kannur Sreelatha', 'Chemanchery Kunjiraman Nair', 'Kozhikode Sharada', 'Irshad']",,,MM Sacheendran,Premkumar Vadakara,"P Jayachandran, Mridula Warrier",,,Makkada Devadas,,,,,,,,
1,2012-10-26,Sujith Sajith,OG Sunil,Film Brewery,Sujith Sajith,Sujith Sajith,,kaashh,2012,[],"['Suraj Venjaramoodu', 'Kalabhavan Narayanankutty', 'Mamukkoya', 'Chempil Ashokan', 'Geetha Vijayan', 'Bineesh Kodiyeri', 'Innocent', 'Tini Tom', 'Rajeev Pillai', 'SS Rajendran', 'Jayan Cherthala']",Vivek Harshan,Vamanapuram Mani,"Vayalar Sarathchandra Varma, Santhosh Varma","Sandeep Pillai, Abhiram Sundar","Ajay Sathyan, Nithin Raj, Anna Katharina, Yazin Nizar, Deepak Kutty, Sandeep Pillai, Reshma Menon, Sajid Yahiya, Sudhir Warrier",Comedy,,Mahesh Sreedhar,,,,,,,,
1,Shooting in Progress,,Salim Kumar,,,,,musical chair,2020,[],"['Thilakan', 'Sreenivasan', 'Vijayaraghavan', 'Sadiq', 'VK Sreeraman']",,,,,,,,,,,,,,,,
1,2012-11-30,VK Prakash,Darshan Ravi,,Jayaprakash Kuloor,Jayaprakash Kuloor,"Jomon T John, Arun James",poppins,2012,"['Kunchacko Boban', 'Nithya Menen']","['Priyanandanan', 'Parvathy Nair', 'Ann Augustine', 'Devi S', 'Nandhu', 'Padmapriya', 'P Balachandran', 'Baby Nayanthara', 'Meghna Raj', 'Dhananjay', 'Maya Viswanath', 'Shankar Ramakrishnan', 'Jayasurya', 'Indrajith', 'Siddique', 'Sreelatha Namboothiri', 'Jayaraj Warrier', 'Aparna Nair', 'Mythili Balachandran', 'Kochu Preman']",Mahesh Narayanan,,"Shibu Chakravarthy, Anil Panachooran, Engandiyoor Chandrasekharan, Rafeeq Ahamed, Ratheesh Vegha",Ratheesh Vegha,"P Jayachandran, G Venugopal, Manjari, Santhosh Keshav, Sithara Krishnakumar, Nithya Menen, Pradeep Chandrakumar, Anoop Shankar",,,,,,,,,,,
1,Released,PI Bijoy,,Mega Wave Productions,,,Kaimal,padmavyooham,2012,[],[],,A Sheriff,"Aji Daivapura, Suku Maruthathoor",Sanjeev Krishnan,"Shankar Mahadevan, Vidhu Prathap, Aparna Jayan, Neha Nair, Saritha Rajiv, Ratheesh Krishna, Prem Parameswar",,,,,,,,,,,G Shibu
1,2013-07-06,Jean Paul Lal (Lal Jr.),,,Jean Paul Lal (Lal Jr.),Jean Paul Lal (Lal Jr.),,honeybee,2013,"['Bhavana', 'Asif Ali']","['Vijay Babu', 'Assim Jamal', 'Suresh Krishna', 'Reena Basheer', 'Sreenath Bhasi', 'Baburaj', 'Mythili Balachandran', 'Sushin Shyam', 'Rayan', 'Balu Varghese', 'Praveena', 'Archana Kavi', 'Amith', 'James Parackal', 'Lal']",,Jean Paul Lal (Lal Jr.),"Kaithapram, Lal, Anu Elizabeth Jose",Deepak Dev,"Deepak Dev, Kester, Rajalakshmi Abhiram, Lal, Job Kurian, Sreecharan, Vinod Varma",,,,"Kalasangham Release, Kas Release",Ranjith Ambadi,,,,,,
1,2012-12-21,Major Ravi,Haneef Mohammed,Red Rose Creations,Major Ravi,,Pradeep Nair,karmayodha,2012,['Mohanlal'],"['Saikumar', 'Sasi Kalinga', 'Sudheer Karamana', 'Kannan Pattambi', 'Asha Sarath', 'Bineesh Kodiyeri', 'N Jayakrishnan ', 'Anil Murali', 'Riyaz Khan', 'Mukesh', 'Malavika Sai (Malavika Nair)', 'Janardanan', 'Nandhu', 'Shaalin Zoya', 'Sukumari', 'Rajeev Pillai', 'Aishwarya Devan']",Don Max,,"Murukan Kattakkada, Madhu Vasudevan","MG Sreekumar, Murukan Kattakkada, Jafri Jonadhan","Murukan Kattakkada, Najim Arshad, Jafri Jonadhan",,,Salu K George,,,,,,,,Ramesh M Channel
1,2013-01-17,Boban Samuel,"Arun Ghosh, Bijoy Chandran",Chand V Creations,YV Rajesh,YV Rajesh,Vinod Illampally,romans,2013,"['Niveda P Thomas', 'Biju Menon', 'Kunchacko Boban']","['Akansha Puri', 'Nelson', 'Jaffer Idukki', 'TG Ravi', 'Swathi Varma', 'Gayathri', 'Shaju K.S.', 'Arun Ghosh', 'Shivaji Guruvayoor', 'Venu Machad', 'Kalabhavan Haneef', 'Lalu Alex', 'Jayan Cherthala', 'Lishoy', 'Santhakumari', 'Basil Thomas', 'Shalu Kurian', 'Geedha Salam', 'Kakka Ravi', 'Vijayaraghavan', 'Ponnamma Babu', 'Kochu Preman']",Lijo Paul,YV Rajesh,"Rajeev Alunkal, Sudhi Velamannoor","M Jayachandran, Band Vidwan","Anwar Sadath, Sudeep Kumar, Vijay Yesudas, Vivek Thomas, Anoop Mohandas, Merin Gregory",,,Sujith Raghav,Chand V Creations,,Bijibal,,,,,Jissen Paul
1,Shooting in Progress,,,,,,,candle,2012,[],[],,,Johns V Rajan,Sreeraj Vayaluveedan,Cicily,,,,,,,,,,,
1,2013-04-26,Shalini Usha Nair,,Box Office Cinema,Malayattoor Ramakrishnan,Shalini Usha Nair,Christopher John Smith,akam,2013,[],"['Shelly Kishore', 'Prakash Bare', 'Sajitha Madathil', 'Fahad Fazil', 'Anumol']",Arunima Shankar,Shalini Usha Nair,,"Deepak Raghu, Murari Vasudevan",Jagan,,Yakshi By Malayattoor Ramakrishnan,,,Pattanam Rasheed,,,,,,
1,2012-06-07,SS Rajamouli,,,,,,eecha,2012,"['Sudeep', 'Samantha', 'Nani']","['Ajith Kumar', 'Adithyan']",,,Mankombu Gopalakrishnan,MM Keeravani,"Achu Rajamani, Sudeep Kumar, Vidhu Prathap, KG Ranjith, Sahithi",,,,,,,,,,,
1,Released,UC Roshan,V Productions,,UC Roshan,MR Jose,Raju,iniyum oru janmam,2012,['Shakkeela'],['Reshma'],AP Manivaranan,MR Jose,KL Sreekrishnadas,SP Venkitesh,Malgudi Subha,,,Vinod,,,SP Venkitesh,,,,,
1,2018-02-23,MG Sasi,Prakash Bare,,MG Sasi,,MJ Radhakrishnan,janaki,2018,['Krishna Padmakumar'],"['Kalamandalam Radhika', 'Vinay Forrt', 'TG Ravi', 'Thampi Antony', 'Manikandan', 'Sreejith Ravi']",,,MG Sasi,Shyam Dharman,KJ Yesudas,Art Film,,,,,,,,,,
1,2012-11-30,VM Vinu,MK Nassar,Goodline Productions,VM Vinu,Manoj Payyannoor,Ajayan Vincent,face 2 face,2012,['Mammootty'],"['Firoz Khan', 'Mamukkoya', 'Vineeth Kumar', 'Mahesh', 'Kalabhavan Mani', 'Reena Basheer', 'Shivaji Guruvayoor', 'Nishant Sagar', 'Siddique', 'Ragini Dwivedi', 'Vijayaraghavan', 'Rajesh Hebbar', 'Master Dev Prayag', 'Roma']",Samjith Narayanan MHD,Manoj Payyannoor,"Vayalar Sarathchandra Varma, Anil Panachooran, Joffy Tharakan, Rafeeq Ahamed",Alphonse Joseph,"Madhu Balakrishnan, Alphonse Joseph, Karthik, Sayanora Philip, Sherdin",,,,,,,,,,,
1,2013-08-02,Vinayan,Vinayan,Aakash Films,,,Satheesh Babu,dracula,2013,['Sudheer Sukumaran'],"['Shraddha Das', 'Nasser', 'Aryan', 'Monal Gajjar', 'Thilakan', 'Venu Nariyapuram', 'Prabhu', 'Krishna']",Nishad Yousaf,,Vayalar Sarathchandra Varma,Babith George,"Manjari, Ranjith Govind, Sunidhi Chauhan, Vidhu Prathap",,,Salu K George,Aakash Films Release,,Babith George,,,,Romania,
1,Shooting in Progress,Jayan Mulangad,Avarachan,,,Krishna Poojappura,Alagappan,2 gentlemen,2012,[],"['Suraj Venjaramoodu', 'Seetha', 'Asif Ali', 'Baburaj', 'Sreenivasan']",Mahesh Narayanan,Krishna Poojappura,,M Jayachandran,,,,Ajay Mangad,,,Gopi Sundar,,,,,
1,2012-10-08,Mohan Sharma,Mohan Sharma,Gunachithra Movies,Mohan Sharma,Mohan Sharma,Madhu Ambatt,graamam,2012,[],"['Maya Viswanath', 'Nedumudi Venu', 'YG Mahendran', 'Ravi Shankar', 'Kozhikode Narayanan Nair', 'Fathima Babu', 'Kalamandalam Radhika', 'Aneesh G Menon', 'Renuka (Prashanthi)', 'Nalini', 'Nishan KP Nanaiah', 'Priya (New)', 'Kripa', 'Abhilash', 'Sukumari', 'Samvrutha Sunil']",B Lenin,Mohan Sharma,Gurukrupa,BM Sundaram,"Anuradha Sriram, M Balamuralikrishna, Niveditha, Sangeetha (New), Vellore Giridharan, V Akshay",,,M Bava,Gunachithra Release,Jayan Mohan,,Indrans Jayan,MR Rajakrishnan,,,Kitho
1,2013-04-01,Rajesh Touchriver,"MS Rajesh, Sunitha Krishnan",,Rajesh Touchriver,Rajesh Touchriver,Ramathulasi,ente,2013,[],"['Lakshmi Menon', 'Siddique']",Don Max,Justin Pathalil,"Murukan Kattakkada, Balendu, Payyambra Jayakumar","Sharreth, Shanthanu Moitra","Sharreth, Ranjini Jose, Shreya Ghoshal, Jeevan, Adhithi",,,,,,Shanthanu Moitra,,,,,Ramesh M Channel
1,2012-09-27,Sathyan Anthikkad,Neeta Anto,Ann Mega Media,Benny P Nayarambalam,Benny P Nayarambalam,Venu,puthiya theerangal,2012,"['Namitha Pramod', 'Nivin Pauly']","['Nedumudi Venu', 'Sreejith Kaiveli', 'Mamukkoya', 'Chempil Ashokan', 'Vinod Kovoor', 'Krishnabhasker Mangalassery', 'Siddique', 'Innocent', 'SP Sreekumar', 'Dharmajan Bolgatty', 'Malavika Sai (Malavika Nair)', 'Sidharth Shiva', 'Molly Kannamaly']",K Rajagopal,Benny P Nayarambalam,Kaithapram,Ilayaraja,"Madhu Balakrishnan, Hariharan, Shweta Mohan, Vijay Yesudas",,,Joseph Nellickal,Ann Mega Media,,,,,,"Arthunkal, Alappuzha",Jissen Paul
1,Shooting in Progress,Prathyash Kumar,,,,,Ajantha Kannan,ameya,2012,"['Ananya', 'Nishan KP Nanaiah']","['Suraj Venjaramoodu', 'Sarayu Mohan', 'Geetha Vijayan', 'Kalabhavan Mani', 'Aparna Nair', 'Salim Kumar', 'Lena', 'Vijayaraghavan', 'Sadiq']",,,Rafeeq Ahamed,Carlton Karunakaran (Kanhangad),,,,,,,,,,,,
1,2012-10-08,VK Unnikrishnan,R Ashokan Pathanapuram,,,Jayakanth,Mohan Puthussery,neeraajanam,2012,"['Kuzhalmandam Ramakrishnan', 'Anubala']","['PV Madhava Warrier', 'Karthik', 'Kalamandalam Geethanandan', 'Aron Ashok', 'Jubilee Narayanan', 'Kovai Seetha', 'Aparna']",,Jayakanth,"Thyagaraja, Kuzhalmandam Ramakrishnan","Thyagaraja, Kuzhalmandam Ramakrishnan","Sujatha Mohan, G Venugopal, Madhu Balakrishnan, Jyotsna Radhakrishnan, Gayathri Asokan, Sankaran Namboothiri, Shweta Mohan, P Unnikrishnan, Aron Ashok",,,Biju Bhaskar,,,,,,,,
1,"Released, Other language dubbing",,,,,,,thoppi,2016,[],[],,,,Ram Prasad Sunder,,,,,,,,,,,,
1,2012-09-14,K Gopinathan,Anoop Seelin,,Kalpatta Narayanan,K Gopinathan,KG Jayan,ithra maathram,2012,[],"['Anoop Chandran', 'Nedumudi Venu', 'KPAC Lalitha', 'Baby Malavika', 'Siddique', 'Biju Menon', 'Swetha Menon', 'VK Sreeraman']",,K Gopinathan,"Rafeeq Ahamed, P Kunjiraman Nair",Jaison J Nair,"KS Chithra, G Venugopal, P Unnikrishnan",,,,,,,,,,Wayanad,
1,Unreleased,Shanker,,,,,,virus,2007,[],"['Srikanth Menon', 'Abhinay', 'Sajitha Beti']",,,,Rinil Gautham,Unnikrishnan,Family Story,,,,,,,,,,
1,2012-08-15,Jose Maveli,,Four Lions Creations,,Beemapalli AM Ali,"R Maniprasad, Mohan Puthussery",theruvunakshathrangal,2012,[],"['Captain Raju', 'Kaviyoor Ponnamma', 'Harishree Martin', 'Beena Antony', 'Bheeman Raghu', 'Dimple Rose', 'Raja Sahib', 'Jose Thettayil', 'Thesni Khan', 'Saju Kodiyan', 'Kulappulli Leela', 'Salim Kumar', 'Alleppey Sudarsan', 'Kalpana', 'Lakshmi Viswanath', 'Devi Chandana', 'Babu Jose ', 'Leela Menon', 'Urmila Unni', 'Ibrahimkutty', 'Disney James']",,Beemapalli AM Ali,"Mankombu Gopalakrishnan, Rafeeq Ahamed",CV Ranjith,KJ Yesudas,,,,,,,,,,,
1,2012-07-09,Majeed Maranchery,"Siju Elamkadu, Toji John, Benny Peters",SBM Entertainment,Majeed Maranchery,Majeed Maranchery,V Sushil Kumar,raasaleela,2012,"['Darshan', 'Prathishta']","['Anoop Chandran', 'Kalabhavan Narayanankutty', 'Harikeshan Thampi ', 'Kalasala Babu', 'Urmila Unni', 'Tony', 'Krishna']",Renjith Nair,Siju Elamkadu,Vayalar Sarathchandra Varma,Sanjoy Salil Chowdhury,"Gayathri Asokan, Najim Arshad, Vijay Yesudas",,,Ramesh Kadampazhipuram,SK Films,Binoy Kollam,PV Navadhan,Aji Alappuzha,,,,
1,Shooting in Progress,,,Shan Entertaintments,,,,platform no. 1,2012,[],"['Suraj Venjaramoodu', 'Jagathy Sreekumar', 'Dhanya Mary Varghese', 'Swetha Menon', 'Innocent']",,,,,,,,,,,,,,,,
1,Unreleased,M Shabareesh,Sanoj Kanjoor,Odeza films,M Shabareesh,M Shabareesh,Dileep Raman,violet,2013,"['Suresh Gopi', 'Navya Nair']","['Saikumar', 'Kalabhavan Rahman', 'Ambika Mohan', 'Saiju Kurup']",Dheeraj Warrier,M Shabareesh,"Joffy Tharakan, Karoor Sasi",Shamej Sreedhar,"KS Chithra, Sujatha Mohan, Shweta Mohan, Seena",,,Santhosh Raman,,,,,,,,
1,2013-04-10,Jayaprakash,,,,C Balachandran,,3g - third generation,2013,['Vidya Unni'],"['Saikumar', 'Sukumari']",,C Balachandran,"Engandiyoor Chandrasekharan, Murukan Kattakkada, Rafeeq Ahamed","Mohan Sithara, Ronnie Raphael","Manjari, George Peter, Murukan Kattakkada, Najim Arshad, Vidhu Prathap, Vishnu Rajendran, Shijukumar",,,,,,,,,,,
1,Shooting in Progress,,,,,,,sunday,2012,[],[],,,,,,,,,,,,,,,,
1,2012-08-17,Trivikram Srinivas,Khader Hassan,,,,,gajapokkiri,2012,"['Allu Arjun', 'Ileana']",[],,Satheesh Muthukulam,Siju Thuravoor,Devi Sri Prasad,"Madhu Balakrishnan, Afsal, Alex Kayyalaykkal, Anwar Sadath, Jassie Gift, Ranjini Jose, Durga Viswanath, Saritha Krishnakumar",,,,Redakh Release,,,,,,,
1,Shooting in Progress,Gireesh Kunnummal,Gireesh Kunnummal,Sree Mookambika Communications,Gireesh Kunnummal,Gireesh Kunnummal,Shaji Pattanam,chuzhalikkaattu,2012,"['N Jayakrishnan ', 'Anjana Menon', 'Babitha (New)']","['Shejin Alappuzha', 'Ali Khan', 'Santhosh Koloth', 'Aravi Bekkal', 'James Parackal']",Dhanesh S,Gireesh Kunnummal,"Dr AS Prasanth Krishna, Jinesh Kumar Eramam, Sri Mookaambikananda Swami",Kanjangad Ramachandran,"Achu Rajamani, Kanjangad Ramachandran, Jawahar Pankaj",,,Ramkumar Thaliparampu,Sree Mookambika Release,Anil Nemom,Rajamani,Sreejith Kumarapuram,Fazal A Bakker,,,Haritha
1,2012-11-23,Shafi,"Rafi, KA Shaleel, Bava Hassainar",Film Folks,Shafi,Kalavoor Ravikumar,Alagappan,101 weddings,2012,"['Samvrutha Sunil', 'Kunchacko Boban', 'Jayasurya', 'Biju Menon', 'Bhama']","['N Jayakrishnan ', 'Suraj Venjaramoodu', 'Vijeesh', 'Saju Kodiyan', 'Vanitha Krishnachandran', 'Salim Kumar', 'Sunil Sukhada', 'Yadu Krishnan', 'Vijayaraghavan', 'Kalabhavan Haneef', 'Raveendran', 'Urmila Unni', 'Ponnamma Babu', 'Kochu Preman', 'Suby Suresh']",Mahesh Narayanan,,Rafeeq Ahamed,Deepak Dev,"Vidyasagar, Deepak Dev, Yazin Nizar, Aalaap Raju",Comedy,,,Murali Films,,,,,,"Kochi, Thodupuzha, Ottappalam, Hyderabad",Collins Leophil
1,2012-09-21,,,,,,,chaarulatha,2012,['Priyamani'],[],,,,Sundar C Babu,"Ranjith Govind, Sundar C Babu, Rita, Suchith Suresan, Mahathi, Reshma Menon",Horror,,,,,,,,,,
1,2013-05-24,Shyamaprasad,Binu Dev,Navarang Creations,Ajayan Venugopalan,Ajayan Venugopalan,Udayan Ambadi,english,2013,"['Mukesh', 'Jayasurya', 'Nadiya Moithu', 'Ramya Nambeesan', 'Sona Nair', 'Nivin Pauly']","['Josukutty Valiyakallumkal', 'Varada Sethu', 'Subhashini Vasu', 'Sinu Pillai', 'Vijayalakshmi (New)', 'Manoj Shiva', 'Viji Varghese', 'Rincy BinuDev', 'Murali Menon']",Vinod Sukumaran,Ajayan Venugopalan,"Shibu Chakravarthy, Engandiyoor Chandrasekharan",Rex Vijayan,"Ramya Nambeesan, Job Kurian, Neha Nair, Suchith Suresan, Rohan Kaimal",,,,,,,,,,,Collins Leophil
1,2013-03-30,Guiness Pakru (Ajayakumar),Ansar Vasco,United Films,Guiness Pakru (Ajayakumar),"Suresh Menon, Sathish K Sivan",Vinod Bharathi,kutteem kolum,2013,"['Adithya Ayotta', 'Sanusha', 'Guiness Pakru (Ajayakumar)']","['Munna Simon', 'Menaka Sureshkumar', 'Nelson', 'Siddique', 'Kottayam Purushan', 'Sona Nair', 'Vijayaraghavan', 'Devi Chandana', 'Abu Salim', 'Babu Namboothiri', 'Nirmal', 'Tini Tom', 'Saiju Kurup']",Samjith Narayanan MHD,"Suresh Menon, Sathish K Sivan",Vayalar Sarathchandra Varma,Shaan Rahman,"Pradeep Palluruthy, Rimi Tomy, Shaan Rahman, Shweta Mohan, Durga Viswanath",,,Sabu Mohan,United Films,,,,,,,Collins Leophil
1,2013-12-13,Krishnaswamy,,,Mankombu Gopalakrishnan,Nethalloor Harikrishnan,,njaan anaswaran,2013,"['Vaiga', 'Nethalloor Harikrishnan']","['Maniyanpilla Raju', 'Ashokan', 'Harilal', 'Chali Pala', 'Urmila Unni', 'Kalasala Babu', 'Babu Namboothiri', 'Sukumari', 'Kochu Preman']",,Nethalloor Harikrishnan,Mankombu Gopalakrishnan,Hamsa Kunnatheri,"Sankaran Namboothiri, Aswathy S Nair, Bimal Pankaj, Shyni, Sheeja, Sreepriya, Ameer Kattilan",,,,,,,,,,,
1,2013-02-15,Kamal,"Kamal, Ubaid",Prime Time Cinema,Vinu Abraham,Kamal,Venu,celluloid,2013,"['Prithviraj', 'Prithviraj', 'Mamtha Mohandas', 'Chandini']","['Jayaraj Century', 'Amalraj', 'Ramesh Pisharadi', 'Seyfunnisa', 'Thalaivasal Vijay', 'TG Ravi', 'Dinesh Prabhakar', 'Thiruthiyadu Vilasini', 'Sreejith Ravi', 'Indrans', 'Raj Mohan', 'Kumarji Ponnadu', 'Madhan Bob', 'Munshi Venu', 'Nandhu Madhav', 'Krishnan Balakrishnan', 'Jayan Cherthala', 'Nedumudi Venu', 'Vijayan Peringodu', 'Siddique', 'Sreenivasan', 'Thampi Antony', 'Meena Ganesh', 'Chempil Ashokan', 'Jayaraj Warrier', 'Irshad', 'Manikandan Pattambi']",K Rajagopal,Kamal,"Engandiyoor Chandrasekharan, Rafeeq Ahamed",M Jayachandran,"Sithara Krishnakumar, G Sreeram, Vaikkom Vijayalakshmi",,Nashta Naayika by Vinu Abraham,Suresh Kollam,Murali Films Release,Pattanam Rasheed,,,,,"Thiruvananthapuram, Mysore",Panache
1,2014-10-31,Pradeep Chokli,Vijeesh Mani,,U Prasannakumar,U Prasannakumar,Vipin Mohan,pedithondan,2014,"['Suraj Venjaramoodu', 'Anusree']","['Sreejith Kaiveli', 'Shivaji Guruvayoor', 'Roslin', 'Sreehari', 'Kannur Sreelatha', 'Rajendran Thayat', 'Nilamboor Ayisha', 'Anoop', 'Madhupal', 'Suku N Nair']",,U Prasannakumar,"Ramesh Kavil, U Prasannakumar, Ajoy Chandran, Dr AS Prasanth Krishna","Ajith Sukumar, Kanjangad Ramachandran","MG Sreekumar, Kanjangad Ramachandran, Sudeep Kumar, Suraj Venjaramoodu, VT Murali, Riswana, Hashima Manoj, Krishnasree, Jawahar Pankaj",,,Ramesh Kottappadi,,Sreejith Guruvayoor,Ajith Sukumar,,,,,
1,2013-03-22,Sugeeth,Sugeeth,Ordinary Films,Rajesh Raghavan,Rajesh Raghavan,Faisal Ali,3 dots,2013,"['Biju Menon', 'Prathap Pothen', 'Kunchacko Boban', 'Narain', 'Janani Iyer']","['Master Vivas', 'Jaise Jose', 'Anjana Menon', 'Sunil Sukhada', 'Dharmajan Bolgatty', 'Krishna Kumar (KK)', 'Majeed', 'Vanitha Krishnachandran', 'Urmila Unni', 'Sreedhanya', 'Niyaz Backer']",V Saajan,Rajesh Raghavan,"VR Santhosh, Rajeev Nair",Vidyasagar,"Sujatha Mohan, Madhu Balakrishnan, Franco, Karthik, Tippu, Nivas, Master K Balasubramaniam",Comedy,,Suresh Kollam,Central Pictures Release,,Anil Johnson,Sakhi Thomas,,,,Jayan Narayanan
1,2012-12-21,GS Vijayan,Ranjith,Capitol Cinema,Ranjith,Ranjith,Manoj Pillai,baavuuttiyude naamathil,2012,"['Mammootty', 'Shankar Ramakrishnan', 'Kavya Madhavan']","['Mohan Jose', 'Sudheer Karamana', 'Balachandran', 'Vineeth', 'Augustine', 'Rima Kallingal', 'Parvathi T (Maala Parvathi)', 'Kaniha', 'Kottayam Nazeer', 'Lena', 'Harishree Ashokan', 'Sudheesh']",Sandeep Nandakumar,Ranjith,Rafeeq Ahamed,Shahabaz Aman,"Sachin Warrier, Shahabaz Aman",,,,Seven Arts,,Shahabaz Aman,Sameera Saneesh,,,Kozhikkode,
1,2013-01-31,Joshiy,"Ruby Vijayan,SL Vimal Kumar",,SN Swamy,SN Swamy,Pradeep Nair,lokpal,2013,['Mohanlal'],"['Mahesh', 'Thalaivasal Vijay', 'TG Ravi', 'Shafna', 'Shammi Thilakan', 'Manoj K Jayan', 'Majeed', 'Puthillam Bhasi', 'Kavya Madhavan', 'Shivaji Guruvayoor', 'Sunil Sukhada', 'Divyaprabha', 'Maniyanpilla Raju', 'Thampi Ramayya', 'Saikumar', 'Meera Nandan', 'Muralimohan', 'Krishna Kumar (KK)', 'Balachandran Chullikkad']",,SN Swamy,Rafeeq Ahamed,Ratheesh Vegha,"Arun Alat, Karthik, Pradeep Chandrakumar, Sooraj Santhosh",,,Joseph Nellickal,"Aashirvad Release, Maxlab Release",,Ratheesh Vegha,,,,,Collins Leophil
1,2013-07-26,Sidharth Shiva,,Seventh Paradise,Sidharth Shiva,Sidharth Shiva,EK Prabhath,101 chodyangal,2013,['Minon'],"['Vinod Kovoor', 'Indrajith', 'Baby Diya', 'Nishant Sagar', 'Lena', 'Rachana Narayanankutty', 'Biju Varkey', 'Muhammed Musthafa', 'Kalabhavan Rahman', 'Murukan', 'Manikandan Pattambi', 'Niyaz Backer', 'Sudheesh']",,Sidharth Shiva,Shobin Kannangattu,MK Arjunan,"P Jayachandran, B Lakshmi",,,,,,Bijibal,,,,,
1,2013-02-15,M Ranjith,Maniyanpilla Raju,Maniyanpilla Raju Productions,Balaji Sakthivel,J Pallassery,Alagappan,black butterfly,2013,"['Malavika Sai (Malavika Nair)', 'Mithun Murali', 'Niranjan', 'Samskruthy Shenoy']","['Seema G Nair', 'Ganapathi (Master Ganapathi)', 'Surabhi Lakshmi', 'Sithara', 'Rohini', 'Janardanan', 'Irshad', 'Bhagyalakshmi', 'Sukumari']",V Saajan,J Pallassery,Rajeev Alunkal,MG Sreekumar,,,Tamil movie vazhakku enn 18/19,AV Gokul Das,,,Gopi Sundar,,,,,Pramesh Prabhakar
1,2012-07-12,Sunil Ibrahim,Safeer Sett,"Qurban films, Campus Oaks",Sunil Ibrahim,Sunil Ibrahim,Krish Kaimal,chapters,2012,"['Sreenivasan', 'Nivin Pauly']","['Shine Tom Chacko', 'Lena', 'Vineeth Kumar', 'Hemanth Menon', 'Kalamandalam Radhika', 'Rejith Menon', 'Kalabhavan Haneef', 'Riya Saira', 'Vanitha Krishnachandran', 'Sadiq', 'Gouthami Nair', 'Dharmajan Bolgatty', 'Aju Varghese', 'Vijay Babu', 'KPAC Lalitha', 'Chali Pala', 'Kalabhavan Shajohn', 'Vijeesh', 'Manikandan Pattambi']",V Saajan,"MR Vibin, Suhail Ibrahim","Rafeeq Ahamed, MR Vibin",Mejo Joseph,"Manjari, Franco, Mejo Joseph, Pramod, Sithara Krishnakumar, Anna Katharina",Family Story,,Jyothish Shankar,,,,Sameera Saneesh,,,,Panache
1,2012-12-13,Aneesh Upasana,,,Anil Narayanan,Anil Narayanan,Pappinu,matinee,2012,"['Maqbool Salman', 'Mythili Balachandran']","['Sasi Kalinga', 'Anjali Nair (Anjali Aneesh Upasana)', 'Sunil Sukhada', 'Shobi Thilakan', 'Lena', 'Thalaivasal Vijay', 'Dinesh Prabhakar', 'Valsala Menon', 'Nitha Promy']",,Anil Narayanan,"Dinanath Puthenchery, Vinu Krishnan","Ratheesh Vegha, Anand Raj Anand","Kavya Madhavan, Reshmi Satheesh, Thulasi Yatheendran",,,,,,,,,,,
